student_pk,person_uid,profile_academic_year,profile_academic_year_desc,profile_academic_period_desc,profile_college,profile_college_desc,profile_residence,profile_residence_desc,profile_high_school_percentile,profile_highest_sat_math,profile_highest_sat_writing,profile_highest_sat_crit_read,profile_highest_act_english,profile_highest_act_math,profile_highest_act_reading,profile_highest_act_sci_reason,profile_highest_act_composite,profile_highest_act_englwrit
5398,1493937,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,R,Resident,67,510,490,580,23,18,23,23,22,22
4250,1535670,2016,Academic Year 2015-2016,Fall 2015,PI,Polytechnic Institute,N,Non-Resident,,680,600,630,,,,,,
151,1461601,2016,Academic Year 2015-2016,Fall 2015,M,School of Management,R,Resident,82,,,,24,23,25,26,25,19
3859,1451490,2016,Academic Year 2015-2016,Fall 2015,M,School of Management,R,Resident,,710,560,670,24,32,27,26,27,22
691,1382493,2016,Academic Year 2015-2016,Fall 2015,US,Exploratory Studies,R,Resident,26,,,,26,23,23,24,23,24
4062,1513839,2016,Academic Year 2015-2016,Fall 2015,MS,School of Materials Engr,R,Resident,86,610,670,600,26,27,30,25,27,25
113,1501531,2016,Academic Year 2015-2016,Fall 2015,EC,School of Elec & Computer Engr,N,Non-Resident,,660,640,570,,,,,,
3253,1475136,2016,Academic Year 2015-2016,Fall 2015,A,College of Agriculture,N,Non-Resident,,,,,29,33,33,27,30,27
1099,1434596,2016,Academic Year 2015-2016,Fall 2015,AE,School of Aero and Astro Engr,R,Resident,76,610,580,600,30,28,30,27,29,30
1574,1497885,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,N,Non-Resident,78,620,580,630,,,,,,
1621,1500688,2016,Academic Year 2015-2016,Fall 2015,CH,School of Chemical Engineering,N,Non-Resident,,,,,25,28,28,33,29,24
5507,1512254,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,R,Resident,95,620,510,520,25,28,30,30,28,
40,1472034,2016,Academic Year 2015-2016,Fall 2015,US,Exploratory Studies,N,Non-Resident,92,500,480,500,28,27,22,24,25,26
3650,1530345,2016,Academic Year 2015-2016,Fall 2015,EC,School of Elec & Computer Engr,N,Non-Resident,,690,550,580,,,,,,
2743,1451552,2016,Academic Year 2015-2016,Fall 2015,EU,College of Education,R,Resident,80,560,620,540,29,25,20,19,23,27
4861,1474432,2016,Academic Year 2015-2016,Fall 2015,PP,Pre-Pharmacy,N,Non-Resident,,,,,24,26,21,25,24,23
2374,1468654,2016,Academic Year 2015-2016,Fall 2015,A,College of Agriculture,R,Resident,73,580,600,620,,,,,,
5035,1501588,2016,Academic Year 2015-2016,Fall 2015,PI,Polytechnic Institute,N,Non-Resident,,800,640,590,,,,,,
172,1500431,2016,Academic Year 2015-2016,Fall 2015,HH,College of Health & Human Sci,N,Non-Resident,,,,,26,28,22,30,27,26
4830,1500268,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,F,Foreign,,800,640,550,,,,,,
5471,1491116,2016,Academic Year 2015-2016,Fall 2015,CH,School of Chemical Engineering,R,Resident,82,660,530,550,27,31,32,33,31,26
2402,1506856,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,R,Resident,71,430,510,530,,,,,,
2370,1467970,2016,Academic Year 2015-2016,Fall 2015,AE,School of Aero and Astro Engr,N,Non-Resident,87,,,,35,34,32,32,32,31
3684,1475132,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,R,Resident,82,610,570,640,25,28,33,27,28,23
5211,1469107,2016,Academic Year 2015-2016,Fall 2015,A,College of Agriculture,R,Resident,,630,540,580,,,,,,
1958,1461960,2016,Academic Year 2015-2016,Fall 2015,ME,School of Mechanical Engr,R,Resident,91,,,,27,33,27,26,28,26
4167,1495099,2016,Academic Year 2015-2016,Fall 2015,ME,School of Mechanical Engr,R,Resident,97,670,560,590,25,30,30,30,29,
1042,1453543,2016,Academic Year 2015-2016,Fall 2015,AE,School of Aero and Astro Engr,N,Non-Resident,95,,,,29,34,31,27,30,22
3200,1506852,2016,Academic Year 2015-2016,Fall 2015,EC,School of Elec & Computer Engr,N,Non-Resident,,770,660,630,,,,,,
2536,1376059,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,R,Resident,96,800,600,600,,,,,,
1571,1473844,2016,Academic Year 2015-2016,Fall 2015,PI,Polytechnic Institute,R,Resident,96,620,420,450,19,26,19,22,22,19
2882,1491315,2016,Academic Year 2015-2016,Fall 2015,PI,Polytechnic Institute,R,Resident,,580,550,520,23,26,24,25,23,22
1980,1479688,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,N,Non-Resident,68,,,,25,28,25,33,28,22
1667,1404376,2016,Academic Year 2015-2016,Fall 2015,HH,College of Health & Human Sci,R,Resident,98,610,620,590,,,,,,
3511,1511257,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,F,Foreign,,780,540,420,,,,,,
2748,1463142,2016,Academic Year 2015-2016,Fall 2015,EC,School of Elec & Computer Engr,N,Non-Resident,96,800,690,730,35,36,36,34,35,31
372,1503920,2016,Academic Year 2015-2016,Fall 2015,ID,School of Interdisciplnry Engr,N,Non-Resident,,,,,31,27,32,26,28,29
1304,1455971,2016,Academic Year 2015-2016,Fall 2015,EU,College of Education,R,Resident,68,470,510,520,,,,,,
2633,1499312,2016,Academic Year 2015-2016,Fall 2015,IE,School of Industrial Engr,N,Non-Resident,,,,,31,31,32,29,31,29
2688,1478517,2016,Academic Year 2015-2016,Fall 2015,MS,School of Materials Engr,R,Resident,,700,680,730,34,32,32,35,33,33
6153,1527112,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,N,Non-Resident,85,,,,31,30,26,26,25,24
6058,1513727,2016,Academic Year 2015-2016,Fall 2015,PI,Polytechnic Institute,N,Non-Resident,,,,,23,26,30,27,27,23
2975,1490688,2016,Academic Year 2015-2016,Fall 2015,US,Exploratory Studies,R,Resident,,570,420,440,,,,,,
4991,1469406,2016,Academic Year 2015-2016,Fall 2015,US,Exploratory Studies,N,Non-Resident,,,,,31,29,27,32,30,30
2546,1432838,2016,Academic Year 2015-2016,Fall 2015,PP,Pre-Pharmacy,R,Resident,,,,,23,24,22,24,23,23
4865,1512518,2016,Academic Year 2015-2016,Fall 2015,AB,School of Agr and Bio Engr,R,Resident,99,740,630,640,,,,,,
4439,1490619,2016,Academic Year 2015-2016,Fall 2015,US,Exploratory Studies,R,Resident,70,600,420,510,,,,,,
4142,1478851,2016,Academic Year 2015-2016,Fall 2015,A,College of Agriculture,R,Resident,55,520,470,520,24,25,24,25,25,23
862,1388399,2016,Academic Year 2015-2016,Fall 2015,US,Exploratory Studies,R,Resident,94,560,520,540,24,26,22,29,25,22
5905,1502995,2016,Academic Year 2015-2016,Fall 2015,PI,Polytechnic Institute,N,Non-Resident,77,720,730,570,,,,,,
6677,1536667,2016,Academic Year 2015-2016,Fall 2015,E,First Year Engineering,F,Foreign,,800,710,720,,,,,,
1642,1513581,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,R,Resident,,800,690,800,35,36,36,36,36,31
4105,1513573,2016,Academic Year 2015-2016,Fall 2015,ME,School of Mechanical Engr,N,Non-Resident,97,,,,35,32,32,36,34,31
3944,1462478,2016,Academic Year 2015-2016,Fall 2015,PI,Polytechnic Institute,R,Resident,85,630,480,590,24,27,32,24,27,22
1839,1454125,2016,Academic Year 2015-2016,Fall 2015,A,College of Agriculture,R,Resident,97,560,520,560,22,21,25,23,23,23
83,1467745,2016,Academic Year 2015-2016,Fall 2015,A,College of Agriculture,R,Resident,,690,610,680,,,,,,
461,1386510,2016,Academic Year 2015-2016,Fall 2015,US,Exploratory Studies,R,Resident,90,540,520,520,,,,,,
3408,1549560,2016,Academic Year 2015-2016,Fall 2015,ME,School of Mechanical Engr,F,Foreign,,640,380,440,,,,,,
3257,1466708,2016,Academic Year 2015-2016,Fall 2015,AB,School of Agr and Bio Engr,N,Non-Resident,,,,,34,34,31,33,33,32
2680,1484031,2016,Academic Year 2015-2016,Fall 2015,PP,Pre-Pharmacy,R,Resident,84,620,620,680,,,,,,
3720,1512085,2016,Academic Year 2015-2016,Fall 2015,BE,School of Biomedical Engr,N,Non-Resident,89,,,,24,29,24,29,27,24
20,1453833,2016,Academic Year 2015-2016,Fall 2015,HH,College of Health & Human Sci,R,Resident,87,550,600,580,25,25,26,24,25,26
2375,1475071,2016,Academic Year 2015-2016,Fall 2015,CH,School of Chemical Engineering,N,Non-Resident,,,,,33,31,32,34,33,27
6335,1552992,2016,Academic Year 2015-2016,Fall 2015,LA,College of Liberal Arts,F,Foreign,,,,,26,30,29,26,28,25
5156,1510099,2016,Academic Year 2015-2016,Fall 2015,EC,School of Elec & Computer Engr,N,Non-Resident,,,,,34,35,32,28,32,32
4756,1466764,2016,Academic Year 2015-2016,Fall 2015,US,Exploratory Studies,N,Non-Resident,70,,,,26,24,24,24,25,25
4924,1505621,2016,Academic Year 2015-2016,Fall 2015,A,College of Agriculture,R,Resident,84,,,,20,26,25,25,24,19
4714,1463541,2016,Academic Year 2015-2016,Fall 2015,US,Exploratory Studies,R,Resident,65,,,,26,28,28,22,26,25
406,1386482,2016,Academic Year 2015-2016,Fall 2015,A,College of Agriculture,R,Resident,86,440,530,520,24,19,23,20,22,23
6499,1516355,2016,Academic Year 2015-2016,Fall 2015,US,Exploratory Studies,N,Non-Resident,,590,600,600,,,,,,
3747,1507097,2016,Academic Year 2015-2016,Fall 2015,PP,Pre-Pharmacy,N,Non-Resident,,750,800,790,,,,,,
5637,1542080,2016,Academic Year 2015-2016,Fall 2015,ME,School of Mechanical Engr,F,Foreign,,740,570,580,,,,,,
5725,1462344,2016,Academic Year 2015-2016,Fall 2015,HH,College of Health & Human Sci,R,Resident,,550,570,640,22,25,31,21,25,23
4757,1491317,2016,Academic Year 2015-2016,Fall 2015,A,College of Agriculture,R,Resident,93,,,,25,22,27,26,25,24
514,1356758,2016,Academic Year 2015-2016,Fall 2015,HH,College of Health & Human Sci,R,Resident,89,570,580,640,,,,,,
2185,1454237,2016,Academic Year 2015-2016,Fall 2015,US,Exploratory Studies,R,Resident,82,500,540,490,,,,,,
6674,1502325,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,R,Resident,97,630,560,600,,,,,,
5241,1491858,2016,Academic Year 2015-2016,Fall 2015,IE,School of Industrial Engr,R,Resident,96,650,650,580,34,33,27,27,30,
5217,1510259,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,N,Non-Resident,97,630,530,690,32,30,32,25,30,27
2146,1500150,2016,Academic Year 2015-2016,Fall 2015,M,School of Management,R,Resident,,,,,31,27,29,28,29,30
4140,1472482,2016,Academic Year 2015-2016,Fall 2015,LA,College of Liberal Arts,R,Resident,65,470,550,460,25,18,19,18,20,24
5316,1519887,2016,Academic Year 2015-2016,Fall 2015,CE,School of Civil Engineering,N,Non-Resident,,730,660,640,,,,,,
6565,1541781,2016,Academic Year 2015-2016,Fall 2015,CH,School of Chemical Engineering,N,Non-Resident,100,700,700,630,32,30,30,29,30,29
2705,1374175,2016,Academic Year 2015-2016,Fall 2015,EC,School of Elec & Computer Engr,N,Non-Resident,95,730,510,580,29,35,30,34,31,28
6582,1494090,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,N,Non-Resident,,,,,32,32,31,29,29,30
6748,1549611,2016,Academic Year 2015-2016,Fall 2015,M,School of Management,N,Non-Resident,,,,,32,31,34,28,31,31
572,1385606,2016,Academic Year 2015-2016,Fall 2015,EC,School of Elec & Computer Engr,R,Resident,95,750,630,720,36,34,34,31,33,30
4588,1488631,2016,Academic Year 2015-2016,Fall 2015,US,Exploratory Studies,R,Resident,68,500,530,540,,,,,,
6515,1540310,2016,Academic Year 2015-2016,Fall 2015,EC,School of Elec & Computer Engr,F,Foreign,,750,650,650,33,35,33,30,33,30
3774,1511600,2016,Academic Year 2015-2016,Fall 2015,CE,School of Civil Engineering,N,Non-Resident,,800,550,600,,,,,,
4907,1504043,2016,Academic Year 2015-2016,Fall 2015,HH,College of Health & Human Sci,F,Foreign,,450,550,530,,,,,,
176,1385654,2016,Academic Year 2015-2016,Fall 2015,US,Exploratory Studies,R,Resident,88,650,560,570,,,,,,
3078,1461159,2016,Academic Year 2015-2016,Fall 2015,PI,Polytechnic Institute,N,Non-Resident,,640,690,750,,,,,,
2564,1476498,2016,Academic Year 2015-2016,Fall 2015,M,School of Management,R,Resident,,610,630,620,,,,,,
3584,1492056,2016,Academic Year 2015-2016,Fall 2015,HH,College of Health & Human Sci,R,Resident,,660,660,650,33,30,34,27,31,30
1134,1473211,2016,Academic Year 2015-2016,Fall 2015,LA,College of Liberal Arts,R,Resident,,450,600,630,25,19,28,25,24,24
4759,1536409,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,N,Non-Resident,,660,520,530,,,,,,
941,1460810,2016,Academic Year 2015-2016,Fall 2015,ME,School of Mechanical Engr,R,Resident,,680,690,650,32,35,32,34,33,31
2259,1512682,2016,Academic Year 2015-2016,Fall 2015,LA,College of Liberal Arts,R,Resident,90,620,710,680,,,,,,
4355,1494104,2016,Academic Year 2015-2016,Fall 2015,EC,School of Elec & Computer Engr,N,Non-Resident,,,,,28,33,24,29,28,27
1392,1453415,2016,Academic Year 2015-2016,Fall 2015,HH,College of Health & Human Sci,R,Resident,,,,,34,28,33,28,31,31
6596,1547813,2016,Academic Year 2015-2016,Fall 2015,HH,College of Health & Human Sci,F,Foreign,,,,,,,,,,
6201,1501586,2016,Academic Year 2015-2016,Fall 2015,ME,School of Mechanical Engr,F,Foreign,,800,680,560,,,,,,
552,1460749,2016,Academic Year 2015-2016,Fall 2015,AE,School of Aero and Astro Engr,R,Resident,99,740,630,650,34,34,33,36,34,31
1820,1388207,2016,Academic Year 2015-2016,Fall 2015,MS,School of Materials Engr,R,Resident,,580,550,620,32,28,33,28,30,29
4834,1502951,2016,Academic Year 2015-2016,Fall 2015,LA,College of Liberal Arts,N,Non-Resident,67,,,,23,26,31,25,26,23
2593,1388496,2016,Academic Year 2015-2016,Fall 2015,US,Exploratory Studies,R,Resident,61,510,420,430,,,,,,
3898,1511226,2016,Academic Year 2015-2016,Fall 2015,PI,Polytechnic Institute,F,Foreign,,,,,,,,,,
3826,1497765,2016,Academic Year 2015-2016,Fall 2015,HH,College of Health & Human Sci,R,Resident,,650,640,640,,,,,,
3683,1490376,2016,Academic Year 2015-2016,Fall 2015,M,School of Management,R,Resident,87,570,490,480,18,25,28,25,24,18
4970,1502065,2016,Academic Year 2015-2016,Fall 2015,US,Exploratory Studies,N,Non-Resident,,730,480,600,,,,,,
2439,1441941,2016,Academic Year 2015-2016,Fall 2015,E,First Year Engineering,R,Resident,83,570,550,560,30,29,35,30,30,28
5360,1491928,2016,Academic Year 2015-2016,Fall 2015,ME,School of Mechanical Engr,R,Resident,,740,760,720,34,33,33,32,33,30
2979,1480741,2016,Academic Year 2015-2016,Fall 2015,US,Exploratory Studies,R,Resident,,420,500,500,,,,,,
3255,1467211,2016,Academic Year 2015-2016,Fall 2015,PP,Pre-Pharmacy,N,Non-Resident,98,,,,28,30,30,32,30,26
3583,1506010,2016,Academic Year 2015-2016,Fall 2015,M,School of Management,N,Non-Resident,,720,740,700,,,,,,
6718,1489121,2016,Academic Year 2015-2016,Fall 2015,ME,School of Mechanical Engr,N,Non-Resident,,,,,23,31,30,29,28,23
1716,1386956,2016,Academic Year 2015-2016,Fall 2015,E,First Year Engineering,R,Resident,88,,,,32,28,33,26,29,29
342,1499241,2016,Academic Year 2015-2016,Fall 2015,ME,School of Mechanical Engr,N,Non-Resident,91,,,,28,28,29,27,27,24
5508,1510532,2016,Academic Year 2015-2016,Fall 2015,HH,College of Health & Human Sci,N,Non-Resident,,,,,29,30,33,32,31,29
774,1510728,2016,Fall 2015,Fall 2015,M,School of Management,R,Resident,67,570,580,530,22,24,28,25,25,22
2368,1468764,2016,Academic Year 2015-2016,Fall 2015,HH,College of Health & Human Sci,R,Resident,,600,550,540,23,28,22,24,24,
5958,1513219,2016,Academic Year 2015-2016,Fall 2015,AB,School of Agr and Bio Engr,F,Foreign,,,,,,,,,,
103,1471313,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,R,Resident,92,560,530,500,21,23,23,23,22,23
4185,1491603,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,N,Non-Resident,60,,,,21,24,23,23,23,23
962,1496746,2016,Academic Year 2015-2016,Fall 2015,EC,School of Elec & Computer Engr,R,Resident,80,730,600,560,31,32,31,33,32,29
3534,1504514,2016,Academic Year 2015-2016,Fall 2015,HH,College of Health & Human Sci,N,Non-Resident,,,,,32,28,22,25,27,29
3896,1492836,2016,Academic Year 2015-2016,Fall 2015,HH,College of Health & Human Sci,R,Resident,82,540,500,580,,,,,,
6566,1553030,2016,Academic Year 2015-2016,Fall 2015,LA,College of Liberal Arts,F,Foreign,,,,,,,,,,
640,1497509,2016,Academic Year 2015-2016,Fall 2015,EC,School of Elec & Computer Engr,N,Non-Resident,,670,470,650,26,29,31,26,28,23
1278,1474304,2016,Academic Year 2015-2016,Fall 2015,US,Exploratory Studies,N,Non-Resident,83,,,,22,26,17,23,22,20
4049,1525731,2016,Academic Year 2015-2016,Fall 2015,LA,College of Liberal Arts,F,Foreign,,710,510,470,,,,,,
5774,1542136,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,F,Foreign,,630,580,530,,,,,,
4948,1493657,2016,Academic Year 2015-2016,Fall 2015,AB,School of Agr and Bio Engr,N,Non-Resident,91,700,680,670,33,35,33,34,33,31
4089,1502337,2016,Academic Year 2015-2016,Fall 2015,EC,School of Elec & Computer Engr,N,Non-Resident,,640,630,620,,,,,,
4751,1488918,2016,Academic Year 2015-2016,Fall 2015,IE,School of Industrial Engr,R,Resident,98,700,550,610,32,29,30,30,30,29
810,1400649,2016,Academic Year 2015-2016,Fall 2015,US,Exploratory Studies,R,Resident,91,510,550,620,,,,,,
5977,1552960,2016,Academic Year 2015-2016,Fall 2015,CE,School of Civil Engineering,F,Foreign,,710,630,530,,,,,,
2776,1471932,2016,Academic Year 2015-2016,Fall 2015,US,Exploratory Studies,R,Resident,,660,520,590,26,27,30,25,26,24
3703,1500641,2016,Academic Year 2015-2016,Fall 2015,EV,Div of Environ & Ecol Engr,N,Non-Resident,99,,,,34,28,29,29,30,32
4666,1501414,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,N,Non-Resident,,800,780,800,,,,,,
5665,1550016,2016,Academic Year 2015-2016,Fall 2015,LA,College of Liberal Arts,F,Foreign,,,,,,,,,,
2496,1403674,2016,Academic Year 2015-2016,Fall 2015,M,School of Management,R,Resident,81,610,470,470,19,28,23,25,24,19
4149,1502898,2016,Academic Year 2015-2016,Fall 2015,LA,College of Liberal Arts,N,Non-Resident,,750,660,600,32,34,31,30,31,31
1295,1509525,2016,Academic Year 2015-2016,Fall 2015,US,Exploratory Studies,R,Resident,79,590,590,600,,,,,,
3860,1509639,2016,Academic Year 2015-2016,Fall 2015,M,School of Management,N,Non-Resident,91,,,,26,30,27,32,28,25
2068,1432928,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,R,Resident,,,,,32,29,29,25,29,30
5296,1513655,2016,Academic Year 2015-2016,Fall 2015,MS,School of Materials Engr,N,Non-Resident,85,660,650,560,,,,,,
1593,1460937,2016,Academic Year 2015-2016,Fall 2015,PP,Pre-Pharmacy,R,Resident,86,610,560,520,,,,,,
5091,1461073,2016,Academic Year 2015-2016,Fall 2015,E,First Year Engineering,R,Resident,99,680,760,690,,,,,,
416,1464460,2016,Academic Year 2015-2016,Fall 2015,M,School of Management,R,Resident,,630,640,590,34,29,33,28,30,31
4469,1505941,2016,Academic Year 2015-2016,Fall 2015,US,Exploratory Studies,R,Resident,58,530,420,480,,,,,,
3631,1466951,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,R,Resident,,,,,29,33,33,34,32,29
269,1472926,2016,Academic Year 2015-2016,Fall 2015,A,College of Agriculture,R,Resident,63,440,490,480,,,,,,
4063,1522168,2016,Academic Year 2015-2016,Fall 2015,CH,School of Chemical Engineering,F,Foreign,,,,,26,35,22,32,28,23
2023,1472046,2016,Academic Year 2015-2016,Fall 2015,ME,School of Mechanical Engr,N,Non-Resident,94,710,620,550,25,30,29,32,29,24
6714,1549621,2016,Academic Year 2015-2016,Fall 2015,LA,College of Liberal Arts,N,Non-Resident,,580,550,570,20,24,24,26,24,21
3448,1510554,2016,Academic Year 2015-2016,Fall 2015,PI,Polytechnic Institute,R,Resident,57,610,480,610,,,,,,
6651,1520136,2016,Academic Year 2015-2016,Fall 2015,PI,Polytechnic Institute,F,Foreign,,790,610,440,,,,,,
184,1407336,2016,Academic Year 2015-2016,Fall 2015,A,College of Agriculture,R,Resident,69,430,500,540,,,,,,
6612,1534855,2016,Academic Year 2015-2016,Fall 2015,US,Exploratory Studies,F,Foreign,,,,,24,33,17,22,24,23
3880,1496224,2016,Academic Year 2015-2016,Fall 2015,IE,School of Industrial Engr,R,Resident,,690,680,630,33,28,29,27,29,32
486,1460759,2016,Academic Year 2015-2016,Fall 2015,ME,School of Mechanical Engr,R,Resident,94,720,600,670,32,34,31,34,33,28
2894,1513320,2016,Academic Year 2015-2016,Fall 2015,PI,Polytechnic Institute,F,Foreign,,,,,23,34,21,25,26,23
4159,1490090,2016,Academic Year 2015-2016,Fall 2015,US,Exploratory Studies,R,Resident,,,,,20,24,26,23,23,21
1076,1472930,2016,Academic Year 2015-2016,Fall 2015,LA,College of Liberal Arts,N,Non-Resident,,520,570,540,30,20,24,19,23,28
6313,1523581,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,N,Non-Resident,,750,670,600,,,,,,
2935,1403507,2016,Academic Year 2015-2016,Fall 2015,HH,College of Health & Human Sci,R,Resident,59,470,400,470,,,,,,
5081,1490410,2016,Academic Year 2015-2016,Fall 2015,ME,School of Mechanical Engr,N,Non-Resident,,,,,34,34,28,34,32,31
3690,1505291,2016,Academic Year 2015-2016,Fall 2015,HH,College of Health & Human Sci,N,Non-Resident,,580,480,610,31,25,32,27,28,29
132,1433067,2016,Academic Year 2015-2016,Fall 2015,PI,Polytechnic Institute,R,Resident,,610,580,630,27,29,26,26,26,26
5142,1506782,2016,Academic Year 2015-2016,Fall 2015,CH,School of Chemical Engineering,N,Non-Resident,,780,750,770,,,,,,
863,1387485,2016,Academic Year 2015-2016,Fall 2015,HH,College of Health & Human Sci,R,Resident,,590,490,600,27,26,28,24,26,26
