student_pk,person_uid,profile_academic_year,profile_academic_year_desc,profile_academic_period_desc,profile_college,profile_college_desc,profile_residence,profile_residence_desc,profile_high_school_percentile,profile_highest_sat_math,profile_highest_sat_writing,profile_highest_sat_crit_read,profile_highest_act_english,profile_highest_act_math,profile_highest_act_reading,profile_highest_act_sci_reason,profile_highest_act_composite,profile_highest_act_englwrit
3537,1503935,2016,Academic Year 2015-2016,Fall 2015,US,Exploratory Studies,R,Resident,,520,480,550,23,23,29,21,24,23
3030,1532025,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,N,Non-Resident,,740,500,460,,,,,,
4480,1463934,2016,Academic Year 2015-2016,Fall 2015,HH,College of Health & Human Sci,R,Resident,77,,,,25,28,30,25,27,24
3606,1553792,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,F,Foreign,,650,530,580,,,,,,
4222,1523005,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,N,Non-Resident,67,610,510,610,23,28,27,26,26,25
107,1461103,2016,Academic Year 2015-2016,Fall 2015,US,Exploratory Studies,R,Resident,56,630,520,590,,,,,,
5505,1465995,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,R,Resident,,490,640,650,34,23,31,27,29,29
821,1471978,2016,Academic Year 2015-2016,Fall 2015,CE,School of Civil Engineering,R,Resident,99,660,610,650,29,31,33,30,31,27
3409,1537306,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,N,Non-Resident,94,700,620,630,,,,,,
1794,1461178,2016,Academic Year 2015-2016,Fall 2015,EU,College of Education,R,Resident,84,510,520,570,,,,,,
5629,1542077,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,F,Foreign,,770,640,620,,,,,,
1269,1478168,2016,Academic Year 2015-2016,Fall 2015,PI,Polytechnic Institute,N,Non-Resident,,,,,25,25,25,25,24,21
1803,1453968,2016,Academic Year 2015-2016,Fall 2015,ME,School of Mechanical Engr,R,Resident,,,,,27,35,32,30,31,26
4116,1546477,2016,Academic Year 2015-2016,Fall 2015,PP,Pre-Pharmacy,N,Non-Resident,,650,650,650,33,31,29,29,29,31
3271,1496728,2016,Academic Year 2015-2016,Fall 2015,AE,School of Aero and Astro Engr,N,Non-Resident,,,,,33,34,27,28,31,30
2367,1472203,2016,Academic Year 2015-2016,Fall 2015,HH,College of Health & Human Sci,R,Resident,,660,680,660,28,23,31,21,26,26
4236,1514047,2016,Academic Year 2015-2016,Fall 2015,AB,School of Agr and Bio Engr,N,Non-Resident,,,,,25,32,27,29,28,24
2082,1453487,2016,Academic Year 2015-2016,Fall 2015,ME,School of Mechanical Engr,N,Non-Resident,,770,720,640,35,33,33,36,34,33
5817,1543930,2016,Academic Year 2015-2016,Fall 2015,M,School of Management,N,Non-Resident,,,,,21,23,21,24,22,18
3691,1493568,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,N,Non-Resident,70,,,,32,35,30,27,31,30
1351,1453941,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,R,Resident,,,,,23,24,22,25,23,23
5566,1505202,2016,Academic Year 2015-2016,Fall 2015,HH,College of Health & Human Sci,N,Non-Resident,,620,650,610,,,,,,
395,1501342,2016,Academic Year 2015-2016,Fall 2015,US,Exploratory Studies,F,Foreign,,770,550,500,,,,,,
2445,1453619,2016,Academic Year 2015-2016,Fall 2015,ME,School of Mechanical Engr,R,Resident,98,690,710,730,33,32,31,32,32,32
2795,1468414,2016,Academic Year 2015-2016,Fall 2015,A,College of Agriculture,R,Resident,83,500,460,460,,,,,,
5623,1501535,2016,Academic Year 2015-2016,Fall 2015,M,School of Management,R,Resident,,730,650,590,,,,,,
1627,1493514,2016,Fall 2015,Fall 2015,M,School of Management,R,Resident,97,590,500,570,23,30,27,25,26,19
1731,1464295,2016,Academic Year 2015-2016,Fall 2015,HH,College of Health & Human Sci,R,Resident,83,520,590,630,32,24,24,25,26,27
2024,1463687,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,N,Non-Resident,93,,,,28,33,26,30,29,26
6172,1552933,2016,Academic Year 2015-2016,Fall 2015,HH,College of Health & Human Sci,N,Non-Resident,54,,,,30,27,30,30,29,28
2069,1432699,2016,Academic Year 2015-2016,Fall 2015,HH,College of Health & Human Sci,R,Resident,98,610,710,600,27,25,22,23,24,28
931,1418247,2016,Academic Year 2015-2016,Fall 2015,PI,Polytechnic Institute,R,Resident,,540,610,610,26,25,23,20,24,27
4692,1484404,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,R,Resident,97,510,620,580,,,,,,
4441,1533482,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,N,Non-Resident,,490,550,540,25,22,29,23,24,24
6299,1489615,2016,Academic Year 2015-2016,Fall 2015,HH,College of Health & Human Sci,R,Resident,99,520,550,510,,,,,,
615,1508941,2016,Academic Year 2015-2016,Fall 2015,CE,School of Civil Engineering,N,Non-Resident,,720,650,700,,,,,,
5404,1500496,2016,Academic Year 2015-2016,Fall 2015,HH,College of Health & Human Sci,N,Non-Resident,,520,600,510,,,,,,
6393,1519424,2016,Academic Year 2015-2016,Fall 2015,ME,School of Mechanical Engr,F,Foreign,,650,670,550,,,,,,
6788,1533531,2016,Academic Year 2015-2016,Fall 2015,PI,Polytechnic Institute,F,Foreign,,,,,,,,,,
4061,1507058,2016,Academic Year 2015-2016,Fall 2015,NE,School of Nuclear Engineering,N,Non-Resident,,770,670,640,,,,,,
5550,1519088,2016,Academic Year 2015-2016,Fall 2015,PI,Polytechnic Institute,F,Foreign,,500,540,490,,,,,,
3608,1524006,2016,Academic Year 2015-2016,Fall 2015,CH,School of Chemical Engineering,F,Foreign,,730,600,570,,,,,,
3295,1504177,2016,Academic Year 2015-2016,Fall 2015,HH,College of Health & Human Sci,N,Non-Resident,,520,610,640,,,,,,
2118,1453826,2016,Academic Year 2015-2016,Fall 2015,A,College of Agriculture,R,Resident,67,570,520,530,19,24,19,29,23,18
639,1463331,2016,Academic Year 2015-2016,Fall 2015,US,Exploratory Studies,R,Resident,75,520,420,500,21,25,20,26,23,21
1963,1460219,2016,Academic Year 2015-2016,Fall 2015,US,Exploratory Studies,R,Resident,,500,490,480,23,23,22,25,23,22
1991,1387903,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,R,Resident,95,670,520,590,,,,,,
3607,1506483,2016,Academic Year 2015-2016,Fall 2015,PI,Polytechnic Institute,N,Non-Resident,88,660,530,620,25,30,25,29,27,24
1637,1512982,2016,Academic Year 2015-2016,Fall 2015,CH,School of Chemical Engineering,F,Foreign,,740,650,600,,,,,,
6540,1540041,2016,Academic Year 2015-2016,Fall 2015,HH,College of Health & Human Sci,F,Foreign,,770,540,490,,,,,,
4018,1461131,2016,Academic Year 2015-2016,Fall 2015,US,Exploratory Studies,R,Resident,,470,500,440,20,21,17,20,20,20
4567,1499081,2016,Academic Year 2015-2016,Fall 2015,IE,School of Industrial Engr,R,Resident,,,,,33,31,27,28,30,28
5059,1509554,2016,Academic Year 2015-2016,Fall 2015,A,College of Agriculture,N,Non-Resident,92,,,,22,24,23,29,24,21
861,1385354,2016,Academic Year 2015-2016,Fall 2015,LA,College of Liberal Arts,R,Resident,82,490,580,580,,,,,,
2491,1433033,2016,Academic Year 2015-2016,Fall 2015,ME,School of Mechanical Engr,N,Non-Resident,,800,680,690,35,35,34,35,35,31
4616,1538907,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,N,Non-Resident,,620,570,600,,,,,,
2012,1467654,2016,Academic Year 2015-2016,Fall 2015,PP,Pre-Pharmacy,N,Non-Resident,,,,,22,19,22,19,21,22
1710,1376161,2016,Academic Year 2015-2016,Fall 2015,LA,College of Liberal Arts,R,Resident,99,640,620,670,,,,,,
2043,1388150,2016,Academic Year 2015-2016,Fall 2015,US,Exploratory Studies,R,Resident,78,550,430,520,,,,,,
4121,1516560,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,N,Non-Resident,,,,,30,29,26,30,28,26
1485,1370803,2016,Academic Year 2015-2016,Fall 2015,CN,Construction Engineering Mgmt,N,Non-Resident,90,560,490,520,25,30,33,29,29,23
643,1498324,2016,Academic Year 2015-2016,Fall 2015,E,First Year Engineering,R,Resident,95,650,580,560,,,,,,
766,1501517,2016,Academic Year 2015-2016,Fall 2015,US,Exploratory Studies,N,Non-Resident,91,640,650,610,,,,,,
1524,1460481,2016,Academic Year 2015-2016,Fall 2015,HH,College of Health & Human Sci,R,Resident,,530,550,560,25,24,24,24,24,25
882,1461893,2016,Academic Year 2015-2016,Fall 2015,EC,School of Elec & Computer Engr,R,Resident,,760,700,760,,,,,,
6621,1522973,2016,Academic Year 2015-2016,Fall 2015,LA,College of Liberal Arts,F,Foreign,,540,430,410,,,,,,
3585,1563182,2016,Academic Year 2015-2016,Fall 2015,M,School of Management,F,Foreign,,,,,,,,,,
6057,1522274,2016,Academic Year 2015-2016,Fall 2015,EC,School of Elec & Computer Engr,N,Non-Resident,89,720,660,650,34,32,34,36,34,31
3474,1492288,2016,Academic Year 2015-2016,Fall 2015,US,Exploratory Studies,R,Resident,,470,490,500,21,22,22,23,22,
1768,1409289,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,R,Resident,,560,520,580,21,26,24,24,24,22
6381,1514601,2016,Academic Year 2015-2016,Fall 2015,LA,College of Liberal Arts,F,Foreign,,630,740,670,,,,,,
5034,1507916,2016,Academic Year 2015-2016,Fall 2015,ME,School of Mechanical Engr,F,Foreign,,740,580,530,,,,,,
2473,1469175,2016,Academic Year 2015-2016,Fall 2015,E,First Year Engineering,R,Resident,91,640,550,510,30,32,29,28,29,23
6396,1551616,2016,Academic Year 2015-2016,Fall 2015,IE,School of Industrial Engr,F,Foreign,,760,640,580,,,,,,
6316,1513430,2016,Academic Year 2015-2016,Fall 2015,IE,School of Industrial Engr,N,Non-Resident,,,,,29,30,23,34,28,27
885,1496444,2016,Academic Year 2015-2016,Fall 2015,M,School of Management,N,Non-Resident,,660,580,590,,,,,,
1975,1510311,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,N,Non-Resident,,,,,33,34,27,33,32,32
4039,1472904,2016,Academic Year 2015-2016,Fall 2015,PI,Polytechnic Institute,R,Resident,,550,550,580,,,,,,
3083,1500352,2016,Academic Year 2015-2016,Fall 2015,PP,Pre-Pharmacy,R,Resident,77,510,590,670,27,20,33,21,25,26
3544,1532103,2016,Academic Year 2015-2016,Fall 2015,US,Exploratory Studies,F,Foreign,,,,,,,,,,
3327,1523867,2016,Academic Year 2015-2016,Fall 2015,A,College of Agriculture,R,Resident,,620,500,580,,,,,,
2021,1468488,2016,Academic Year 2015-2016,Fall 2015,A,College of Agriculture,R,Resident,86,710,740,740,,,,,,
5415,1494882,2016,Academic Year 2015-2016,Fall 2015,AB,School of Agr and Bio Engr,N,Non-Resident,99,,,,36,35,35,36,36,32
3964,1505342,2016,Academic Year 2015-2016,Fall 2015,V,Veterinary Technology,R,Resident,,480,550,600,,,,,,
6360,1546455,2016,Academic Year 2015-2016,Fall 2015,US,Exploratory Studies,N,Non-Resident,99,,,,35,28,32,34,32,31
4563,1523502,2016,Academic Year 2015-2016,Fall 2015,LA,College of Liberal Arts,F,Foreign,,710,580,530,,,,,,
6292,1497660,2016,Academic Year 2015-2016,Fall 2015,ME,School of Mechanical Engr,N,Non-Resident,,670,760,700,,,,,,
5486,1501076,2016,Academic Year 2015-2016,Fall 2015,LA,College of Liberal Arts,N,Non-Resident,,,,,21,27,27,28,25,21
2803,1460581,2016,Academic Year 2015-2016,Fall 2015,HH,College of Health & Human Sci,R,Resident,93,580,640,510,,,,,,
5578,1517769,2016,Academic Year 2015-2016,Fall 2015,LA,College of Liberal Arts,N,Non-Resident,87,510,510,600,,,,,,
1258,1384797,2016,Academic Year 2015-2016,Fall 2015,US,Exploratory Studies,R,Resident,64,500,520,470,25,21,22,25,23,23
5205,1496247,2016,Academic Year 2015-2016,Fall 2015,PI,Polytechnic Institute,R,Resident,86,550,630,530,,,,,,
4564,1469031,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,R,Resident,87,720,590,720,34,33,35,32,33,27
1385,1478333,2016,Academic Year 2015-2016,Fall 2015,EU,College of Education,R,Resident,,500,470,470,,,,,,
1872,1283483,2016,Academic Year 2015-2016,Fall 2015,PI,Polytechnic Institute,R,Resident,91,600,520,580,19,26,29,24,25,20
1640,1525388,2016,Academic Year 2015-2016,Fall 2015,HH,College of Health & Human Sci,N,Non-Resident,62,,,,24,22,28,33,27,23
5847,1505146,2016,Academic Year 2015-2016,Fall 2015,LA,College of Liberal Arts,N,Non-Resident,90,,,,31,24,26,26,26,29
1449,1471741,2016,Academic Year 2015-2016,Fall 2015,CH,School of Chemical Engineering,N,Non-Resident,,,,,31,35,34,35,34,30
1208,1407980,2016,Academic Year 2015-2016,Fall 2015,HH,College of Health & Human Sci,R,Resident,83,630,530,580,,,,,,
2866,1479053,2016,Academic Year 2015-2016,Fall 2015,AE,School of Aero and Astro Engr,N,Non-Resident,,,,,34,31,35,34,33,32
12,1413562,2016,Academic Year 2015-2016,Fall 2015,LA,College of Liberal Arts,R,Resident,78,470,480,450,19,17,16,19,18,
2516,1474138,2016,Academic Year 2015-2016,Fall 2015,A,College of Agriculture,R,Resident,81,400,490,460,,,,,,
3568,1521777,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,F,Foreign,,690,550,530,,,,,,
3657,1507691,2016,Academic Year 2015-2016,Fall 2015,A,College of Agriculture,R,Resident,94,490,450,500,,,,,,
1330,1459954,2016,Academic Year 2015-2016,Fall 2015,US,Exploratory Studies,N,Non-Resident,,,,,30,27,30,28,28,26
4023,1465645,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,N,Non-Resident,88,560,460,580,22,23,27,20,23,23
3835,1538949,2016,Academic Year 2015-2016,Fall 2015,E,First Year Engineering,N,Non-Resident,,,,,34,25,31,28,29,27
1894,1446762,2016,Academic Year 2015-2016,Fall 2015,PP,Pre-Pharmacy,R,Resident,52,490,440,410,21,21,21,25,21,21
3183,1492252,2016,Academic Year 2015-2016,Fall 2015,IE,School of Industrial Engr,N,Non-Resident,,710,540,590,,,,,,
3845,1496907,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,N,Non-Resident,95,780,650,800,32,34,35,36,34,29
2078,1483997,2016,Academic Year 2015-2016,Fall 2015,US,Exploratory Studies,R,Resident,94,450,480,470,15,21,17,18,18,15
6486,1531326,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,F,Foreign,,770,630,430,,,,,,
288,1499850,2016,Academic Year 2015-2016,Fall 2015,EC,School of Elec & Computer Engr,N,Non-Resident,,700,670,650,,,,,,
163,1466004,2016,Academic Year 2015-2016,Fall 2015,HH,College of Health & Human Sci,N,Non-Resident,79,,,,23,27,19,21,22,23
108,1512558,2016,Academic Year 2015-2016,Fall 2015,M,School of Management,N,Non-Resident,67,,,,28,30,23,29,28,26
3313,1512316,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,N,Non-Resident,,,,,28,31,27,29,29,27
1779,1447096,2016,Academic Year 2015-2016,Fall 2015,US,Exploratory Studies,R,Resident,70,460,490,460,19,20,17,19,19,20
5442,1463764,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,N,Non-Resident,55,700,650,640,30,31,32,27,30,29
3518,1507325,2016,Academic Year 2015-2016,Fall 2015,CH,School of Chemical Engineering,N,Non-Resident,98,,,,35,35,35,35,35,31
2964,1467506,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,N,Non-Resident,,,,,26,33,27,29,28,23
4870,1501197,2016,Academic Year 2015-2016,Fall 2015,BE,School of Biomedical Engr,N,Non-Resident,,,,,32,29,32,33,32,29
5055,1469011,2016,Academic Year 2015-2016,Fall 2015,PI,Polytechnic Institute,R,Resident,96,630,540,470,,,,,,
3020,1523058,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,N,Non-Resident,,630,580,600,,,,,,
1651,1282167,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,R,Resident,,800,750,690,34,36,33,36,35,31
6126,1546488,2016,Academic Year 2015-2016,Fall 2015,LA,College of Liberal Arts,R,Resident,,580,560,700,27,23,31,20,25,28
2831,1433594,2016,Academic Year 2015-2016,Fall 2015,ME,School of Mechanical Engr,R,Resident,98,690,600,620,,,,,,
1105,1453607,2016,Academic Year 2015-2016,Fall 2015,A,College of Agriculture,R,Resident,96,640,610,580,24,27,24,22,24,25
6112,1513773,2016,Academic Year 2015-2016,Fall 2015,US,Exploratory Studies,N,Non-Resident,,,,,32,32,27,30,30,29
5733,1505400,2016,Academic Year 2015-2016,Fall 2015,PI,Polytechnic Institute,R,Resident,89,540,600,530,,,,,,
236,1387908,2016,Academic Year 2015-2016,Fall 2015,A,College of Agriculture,R,Resident,95,660,560,570,32,32,28,31,31,27
1501,1470711,2016,Academic Year 2015-2016,Fall 2015,CE,School of Civil Engineering,F,Foreign,,690,620,570,,,,,,
6652,1540218,2016,Academic Year 2015-2016,Fall 2015,EC,School of Elec & Computer Engr,N,Non-Resident,75,650,660,600,,,,,,
4962,1535045,2016,Academic Year 2015-2016,Fall 2015,E,First Year Engineering,N,Non-Resident,99,630,680,560,,,,,,
3685,1490141,2016,Academic Year 2015-2016,Fall 2015,HH,College of Health & Human Sci,R,Resident,,530,520,500,22,24,22,24,23,22
5478,1507828,2016,Academic Year 2015-2016,Fall 2015,PI,Polytechnic Institute,F,Foreign,,620,610,580,,,,,,
5115,1501158,2016,Academic Year 2015-2016,Fall 2015,PI,Polytechnic Institute,N,Non-Resident,,,,,26,27,26,27,26,25
6497,1495091,2016,Academic Year 2015-2016,Fall 2015,M,School of Management,R,Resident,99,650,620,600,,,,,,
3432,1548898,2016,Academic Year 2015-2016,Fall 2015,LA,College of Liberal Arts,F,Foreign,,750,650,560,,,,,,
5323,1466240,2016,Academic Year 2015-2016,Fall 2015,AE,School of Aero and Astro Engr,N,Non-Resident,,,,,35,34,27,29,31,31
1313,1383936,2016,Academic Year 2015-2016,Fall 2015,HH,College of Health & Human Sci,R,Resident,96,600,610,630,,,,,,
1988,1372981,2016,Academic Year 2015-2016,Fall 2015,AE,School of Aero and Astro Engr,R,Resident,92,690,560,670,33,33,34,26,31,26
5704,1463730,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,R,Resident,,640,590,650,29,29,33,30,30,25
1029,1380878,2016,Academic Year 2015-2016,Fall 2015,PI,Polytechnic Institute,R,Resident,85,,,,21,22,21,24,22,20
4801,1497316,2016,Academic Year 2015-2016,Fall 2015,AE,School of Aero and Astro Engr,N,Non-Resident,,770,720,720,34,29,32,34,32,31
6039,1513621,2016,Academic Year 2015-2016,Fall 2015,CH,School of Chemical Engineering,N,Non-Resident,,,,,29,33,33,35,33,26
5409,1507807,2016,Academic Year 2015-2016,Fall 2015,US,Exploratory Studies,R,Resident,,660,620,590,,,,,,
6680,1549972,2016,Academic Year 2015-2016,Fall 2015,AE,School of Aero and Astro Engr,F,Foreign,,700,470,510,,,,,,
2080,1453548,2016,Academic Year 2015-2016,Fall 2015,EU,College of Education,N,Non-Resident,94,,,,36,28,28,29,30,30
1085,1389190,2016,Academic Year 2015-2016,Fall 2015,A,College of Agriculture,R,Resident,72,510,450,460,18,21,22,20,20,
191,1397312,2016,Academic Year 2015-2016,Fall 2015,PI,Polytechnic Institute,R,Resident,88,740,750,620,,,,,,
3134,1523309,2016,Academic Year 2015-2016,Fall 2015,CH,School of Chemical Engineering,F,Foreign,,,,,25,33,27,25,28,26
605,1453950,2016,Academic Year 2015-2016,Fall 2015,LA,College of Liberal Arts,R,Resident,94,710,640,660,28,31,28,30,29,26
2342,1460758,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,R,Resident,89,610,680,720,31,29,31,24,29,29
5336,1466841,2016,Academic Year 2015-2016,Fall 2015,PP,Pre-Pharmacy,R,Resident,100,,,,28,32,29,28,29,28
3450,1501997,2016,Academic Year 2015-2016,Fall 2015,M,School of Management,F,Foreign,,700,550,580,,,,,,
3040,1395094,2016,Academic Year 2015-2016,Fall 2015,E,First Year Engineering,N,Non-Resident,79,,,,35,34,34,33,34,33
4459,1465472,2016,Academic Year 2015-2016,Fall 2015,CE,School of Civil Engineering,N,Non-Resident,,620,620,620,29,30,29,33,30,26
2348,1471146,2016,Academic Year 2015-2016,Fall 2015,A,College of Agriculture,N,Non-Resident,,570,450,550,21,20,24,20,21,21
1244,1473739,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,R,Resident,99,690,560,620,,,,,,
3949,1491637,2016,Academic Year 2015-2016,Fall 2015,PI,Polytechnic Institute,R,Resident,81,610,540,600,,,,,,
5183,1489141,2016,Academic Year 2015-2016,Fall 2015,CE,School of Civil Engineering,N,Non-Resident,79,640,610,660,,,,,,
1737,1464207,2016,Academic Year 2015-2016,Fall 2015,BE,School of Biomedical Engr,N,Non-Resident,98,,,,35,34,36,34,35,33
5903,1516253,2016,Academic Year 2015-2016,Fall 2015,M,School of Management,R,Resident,,530,490,470,24,25,24,20,23,
5880,1506509,2016,Academic Year 2015-2016,Fall 2015,EC,School of Elec & Computer Engr,R,Resident,98,750,560,630,,,,,,
2045,1387321,2016,Academic Year 2015-2016,Fall 2015,US,Exploratory Studies,R,Resident,79,550,450,430,,,,,,
5333,1509059,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,N,Non-Resident,,550,530,490,,,,,,
4836,1493610,2016,Academic Year 2015-2016,Fall 2015,US,Exploratory Studies,R,Resident,76,510,480,490,14,18,20,18,18,16
1214,1418535,2016,Academic Year 2015-2016,Fall 2015,E,First Year Engineering,R,Resident,,770,600,630,,,,,,
655,1451613,2016,Academic Year 2015-2016,Fall 2015,CE,School of Civil Engineering,R,Resident,,650,590,640,26,26,25,24,25,26
4263,1529767,2016,Academic Year 2015-2016,Fall 2015,LA,College of Liberal Arts,N,Non-Resident,,,,,25,30,19,26,25,22
6079,1523281,2016,Academic Year 2015-2016,Fall 2015,US,Exploratory Studies,R,Resident,70,470,440,420,14,20,18,18,18,14
3825,1501843,2016,Academic Year 2015-2016,Fall 2015,CN,Construction Engineering Mgmt,R,Resident,,560,550,600,26,26,27,23,26,25
2957,1470359,2016,Academic Year 2015-2016,Fall 2015,E,First Year Engineering,N,Non-Resident,94,,,,28,34,34,36,33,25
127,1388389,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,R,Resident,98,650,620,660,,,,,,
6068,1549992,2016,Academic Year 2015-2016,Fall 2015,M,School of Management,F,Foreign,,,,,27,33,21,29,28,24
968,1383334,2016,Academic Year 2015-2016,Fall 2015,PP,Pre-Pharmacy,R,Resident,98,580,570,560,26,28,29,29,28,25
5114,1507855,2016,Academic Year 2015-2016,Fall 2015,AB,School of Agr and Bio Engr,F,Foreign,,740,570,550,,,,,,
6240,1535802,2016,Academic Year 2015-2016,Fall 2015,PP,Pre-Pharmacy,F,Foreign,,800,570,510,,,,,,
4726,1496148,2016,Academic Year 2015-2016,Fall 2015,HH,College of Health & Human Sci,R,Resident,,580,600,590,,,,,,
995,1453712,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,R,Resident,92,630,580,530,29,26,23,24,25,27
2309,1472043,2016,Academic Year 2015-2016,Fall 2015,E,First Year Engineering,R,Resident,91,580,610,600,27,25,31,26,27,26
4200,1491869,2016,Academic Year 2015-2016,Fall 2015,M,School of Management,N,Non-Resident,,,,,31,26,32,31,29,26
6440,1510150,2016,Academic Year 2015-2016,Fall 2015,EC,School of Elec & Computer Engr,N,Non-Resident,,,,,32,35,28,33,32,30
1204,1395089,2016,Academic Year 2015-2016,Fall 2015,PP,Pre-Pharmacy,R,Resident,93,690,610,610,31,29,30,24,29,29
6768,1521715,2016,Academic Year 2015-2016,Fall 2015,PI,Polytechnic Institute,N,Non-Resident,,,,,28,30,28,24,28,28
6000,1505135,2016,Academic Year 2015-2016,Fall 2015,LA,College of Liberal Arts,N,Non-Resident,,,,,31,28,32,28,29,30
2709,1385339,2016,Academic Year 2015-2016,Fall 2015,HH,College of Health & Human Sci,R,Resident,94,610,720,600,,,,,,
3317,1519195,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,F,Foreign,,780,670,600,,,,,,
4797,1542432,2016,Academic Year 2015-2016,Fall 2015,M,School of Management,F,Foreign,,750,590,460,,,,,,
3590,1526591,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,F,Foreign,,760,620,520,,,,,,
215,1473400,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,R,Resident,63,590,520,560,23,30,32,26,28,24
3375,1513377,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,N,Non-Resident,67,,,,30,34,30,29,31,28
6409,1491526,2016,Academic Year 2015-2016,Fall 2015,US,Exploratory Studies,F,Foreign,,760,570,560,,,,,,
1279,1475218,2016,Academic Year 2015-2016,Fall 2015,E,First Year Engineering,R,Resident,,620,580,740,,,,,,
674,1495902,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,R,Resident,85,,,,21,23,30,24,25,21
117,1383952,2016,Academic Year 2015-2016,Fall 2015,US,Exploratory Studies,R,Resident,91,520,550,480,,,,,,
3556,1473042,2016,Academic Year 2015-2016,Fall 2015,US,Exploratory Studies,R,Resident,92,660,630,670,30,29,31,30,30,25
5565,1501971,2016,Academic Year 2015-2016,Fall 2015,US,Exploratory Studies,R,Resident,,640,630,590,,,,,,
1213,1433660,2016,Academic Year 2015-2016,Fall 2015,M,School of Management,R,Resident,,660,560,540,31,32,28,27,29,29
3793,1463971,2016,Academic Year 2015-2016,Fall 2015,CE,School of Civil Engineering,R,Resident,94,640,720,670,31,29,31,35,32,29
1297,1508829,2016,Academic Year 2015-2016,Fall 2015,A,College of Agriculture,N,Non-Resident,,640,720,610,,,,,,
240,1453832,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,R,Resident,99,660,750,660,33,32,31,34,31,32
3365,1497693,2016,Academic Year 2015-2016,Fall 2015,PI,Polytechnic Institute,N,Non-Resident,54,780,700,610,,,,,,
2577,1504077,2016,Academic Year 2015-2016,Fall 2015,EC,School of Elec & Computer Engr,N,Non-Resident,,680,630,630,32,30,27,26,29,29
5526,1490354,2016,Academic Year 2015-2016,Fall 2015,M,School of Management,R,Resident,93,620,560,630,27,28,29,22,27,26
4001,1536191,2016,Academic Year 2015-2016,Fall 2015,PI,Polytechnic Institute,F,Foreign,,730,500,460,,,,,,
4038,1501749,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,N,Non-Resident,,,,,28,26,26,24,26,28
6455,1540103,2016,Academic Year 2015-2016,Fall 2015,HH,College of Health & Human Sci,F,Foreign,,640,560,630,,,,,,
2678,1509193,2016,Academic Year 2015-2016,Fall 2015,EC,School of Elec & Computer Engr,N,Non-Resident,82,800,670,560,,,,,,
34,1461282,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,R,Resident,,620,700,660,,,,,,
2796,1460217,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,R,Resident,,570,600,550,27,23,30,29,27,25
1618,1514690,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,R,Resident,,540,510,470,21,22,20,19,21,21
4334,1499199,2016,Academic Year 2015-2016,Fall 2015,IE,School of Industrial Engr,N,Non-Resident,85,,,,34,26,33,29,31,31
4150,1469081,2016,Academic Year 2015-2016,Fall 2015,PI,Polytechnic Institute,R,Resident,41,550,470,550,,,,,,
2686,1472159,2016,Academic Year 2015-2016,Fall 2015,LA,College of Liberal Arts,R,Resident,76,570,560,540,26,30,32,32,29,23
1158,1432734,2016,Academic Year 2015-2016,Fall 2015,PP,Pre-Pharmacy,R,Resident,90,,,,29,26,27,28,27,25
4032,1471719,2016,Academic Year 2015-2016,Fall 2015,PP,Pre-Pharmacy,R,Resident,90,,,,30,30,32,28,29,29
